date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:14:36	96335/96335	---M--	200	added ('OK')	image/jpeg	etag:%221337a80a872aced430d7705f444d8203-ssl%22	https://bnker.netlify.app/ltr/images/folio/1.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/1.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:36	151725/151725	---M--	200	added ('OK')	image/jpeg	etag:%22fcdc4d60c4f54f3dce1f564584dd5623-ssl%22	https://bnker.netlify.app/ltr/images/folio/2.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/2.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:37	106477/106477	---M--	200	added ('OK')	image/jpeg	etag:%22546b3a36beefbe5f2bbdb8e784d21374-ssl%22	https://bnker.netlify.app/ltr/images/folio/3.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/3.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:38	114902/114902	---M--	200	added ('OK')	image/jpeg	etag:%22a61c5b43e381ce48ed0e43cc466907a3-ssl%22	https://bnker.netlify.app/ltr/images/folio/4.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/4.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:38	117971/117971	---M--	200	added ('OK')	image/jpeg	etag:%22e964a091a621414d53b7ef68588dcbd5-ssl%22	https://bnker.netlify.app/ltr/images/folio/6.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/6.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:39	105980/105980	---M--	200	added ('OK')	image/jpeg	etag:%2280ae0ed0e6209c1ed4660cf43dec4944-ssl%22	https://bnker.netlify.app/ltr/images/folio/5.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/5.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:39	80844/80844	---M--	200	added ('OK')	image/jpeg	etag:%229176a063b4598678d313b104ea69449a-ssl%22	https://bnker.netlify.app/ltr/images/folio/7.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/7.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:40	88460/88460	---M--	200	added ('OK')	image/jpeg	etag:%22b0f5eeebce6126690412bb25ca0ce339-ssl%22	https://bnker.netlify.app/ltr/images/folio/8.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/8.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:41	71850/71850	---M--	200	added ('OK')	image/jpeg	etag:%22cca984bf97367af06fbc5ea559086321-ssl%22	https://bnker.netlify.app/ltr/images/folio/9.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/9.jpg	(from https://bnker.netlify.app/ltr/portfolio.html)
22:14:42	302537/302537	---M--	200	added ('OK')	image/jpeg	etag:%22fe50b2df0ad5540a0a20f7f3bc21b837-ssl%22	https://bnker.netlify.app/ltr/images/folio/10.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/10.jpg	(from https://bnker.netlify.app/ltr/portfolio-detail.html)
22:14:42	119604/119604	---M--	200	added ('OK')	image/jpeg	etag:%226e3e29446353d07faf3586e5f57c4770-ssl%22	https://bnker.netlify.app/ltr/images/folio/11.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/11.jpg	(from https://bnker.netlify.app/ltr/portfolio-detail.html)
22:14:43	220785/220785	---M--	200	added ('OK')	image/jpeg	etag:%2212ee54b7316775680a83e072377c1279-ssl%22	https://bnker.netlify.app/ltr/images/folio/12.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/folio/12.jpg	(from https://bnker.netlify.app/ltr/portfolio-detail.html)
22:14:44	96785/96785	---M--	200	added ('OK')	image/png	etag:%22b7dded51c29aa84f6250d4cf2c6914cf-ssl%22	https://bnker.netlify.app/ltr/images/bg/1.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/1.png	(from https://bnker.netlify.app/ltr/faq.html)
22:14:44	112363/112363	---M--	200	added ('OK')	image/png	etag:%226b216217ca86d0ed71d9163cb0adf792-ssl%22	https://bnker.netlify.app/ltr/images/bg/team.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/team.png	(from https://bnker.netlify.app/ltr/team.html)
22:14:45	85670/85670	---M--	200	added ('OK')	image/png	etag:%22fbc0c334605da613e7658989ab33bc21-ssl%22	https://bnker.netlify.app/ltr/images/bg/4.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/4.png	(from https://bnker.netlify.app/ltr/contact.html)
22:14:46	81157/81157	---M--	200	added ('OK')	image/png	etag:%224194be741aad343cd3ac8c1e125aef50-ssl%22	https://bnker.netlify.app/ltr/images/bg/8.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/8.png	(from https://bnker.netlify.app/ltr/pricing.html)
22:14:46	76252/76252	---M--	200	added ('OK')	image/png	etag:%227cfd44cadd9447950e6811185eeaf23d-ssl%22	https://bnker.netlify.app/ltr/images/bg/404.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/404.png	(from https://bnker.netlify.app/ltr/404.html)
22:14:47	3572/3572	---M--	200	added ('OK')	image/png	etag:%22dfe5f1cdad323eec8816eef32e912317-ssl%22	https://bnker.netlify.app/ltr/images/logo-white.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/logo-white.png	(from https://bnker.netlify.app/ltr/coming-soon.html)
22:14:48	153099/153099	---M--	200	added ('OK')	image/png	etag:%22ad6d93877c55ea1265f82eadfdb17f35-ssl%22	https://bnker.netlify.app/ltr/images/bg/5.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/5.png	(from https://bnker.netlify.app/ltr/loan-calculation.html)
22:14:48	99365/99365	---M--	200	added ('OK')	image/png	etag:%22c20989d2f18257d35989f5816168b8f2-ssl%22	https://bnker.netlify.app/ltr/images/bg/6.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/6.png	(from https://bnker.netlify.app/ltr/loans.html)
22:14:49	59988/59988	---M--	200	added ('OK')	image/png	etag:%22d83053a28d3fbb109853d9e60b30dbe9-ssl%22	https://bnker.netlify.app/ltr/images/bg/9.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/9.png	(from https://bnker.netlify.app/ltr/privacy-policy.html)
22:14:50	54919/54919	---M--	200	added ('OK')	image/png	etag:%22db522ab5cac1fe60bff91d36cfb884fe-ssl%22	https://bnker.netlify.app/ltr/images/bg/10.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/10.png	(from https://bnker.netlify.app/ltr/testimonials.html)
22:14:50	105313/105313	---M--	200	added ('OK')	image/png	etag:%2256b9867df6788f1719911eb3a33673f2-ssl%22	https://bnker.netlify.app/ltr/images/bg/3.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/bg/3.png	(from https://bnker.netlify.app/ltr/blog.html)
22:14:51	187920/187920	---M--	200	added ('OK')	image/jpeg	etag:%227390d39a962f5c5080d8cf644293fc01-ssl%22	https://bnker.netlify.app/ltr/images/blog/st1.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/st1.jpg	(from https://bnker.netlify.app/ltr/blog.html)
22:14:52	147302/147302	---M--	200	added ('OK')	image/jpeg	etag:%229a4e573da1deee50107514c990e0a535-ssl%22	https://bnker.netlify.app/ltr/images/blog/st2.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/st2.jpg	(from https://bnker.netlify.app/ltr/blog.html)
22:14:52	152993/152993	---M--	200	added ('OK')	image/jpeg	etag:%22d7fa1b41609628b65f23b0803bf952d3-ssl%22	https://bnker.netlify.app/ltr/images/blog/st3.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/st3.jpg	(from https://bnker.netlify.app/ltr/blog.html)
22:14:53	146320/146320	---M--	200	added ('OK')	image/jpeg	etag:%22e05098587b5d1226282c1972edd5dc98-ssl%22	https://bnker.netlify.app/ltr/images/blog/st4.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/st4.jpg	(from https://bnker.netlify.app/ltr/blog.html)
22:14:53	89112/89112	---M--	200	added ('OK')	image/jpeg	etag:%22124f9646054dbe28bc88f0b461ab7219-ssl%22	https://bnker.netlify.app/ltr/images/blog/01.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/01.jpg	(from https://bnker.netlify.app/ltr/blog.html)
22:14:54	214011/214011	---M--	200	added ('OK')	image/jpeg	etag:%227469b8f47e50674723d3fa77b8949f34-ssl%22	https://bnker.netlify.app/ltr/images/blog/02.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/02.jpg	(from https://bnker.netlify.app/ltr/blog.html)
22:14:55	111888/111888	---M--	200	added ('OK')	image/jpeg	etag:%22e98c860dd5f7787df95bbaa3944c84b9-ssl%22	https://bnker.netlify.app/ltr/images/blog/03.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/03.jpg	(from https://bnker.netlify.app/ltr/blog.html)
22:14:55	120783/120783	---M--	200	added ('OK')	image/jpeg	etag:%22d72b58e24390ef7f61c757f65d8f19f0-ssl%22	https://bnker.netlify.app/ltr/images/blog/blog4.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/blog4.jpg	(from https://bnker.netlify.app/ltr/blog-grid.html)
22:14:56	158442/158442	---M--	200	added ('OK')	image/jpeg	etag:%226da132659fcdb4cfddd5a7fbc36a9fa9-ssl%22	https://bnker.netlify.app/ltr/images/blog/blog5.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/blog5.jpg	(from https://bnker.netlify.app/ltr/blog-grid.html)
22:14:57	183664/183664	---M--	200	added ('OK')	image/jpeg	etag:%22722a97c1df7d737793fa5fba60f06eeb-ssl%22	https://bnker.netlify.app/ltr/images/blog/blog6.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/blog6.jpg	(from https://bnker.netlify.app/ltr/blog-grid.html)
22:14:57	171360/171360	---M--	200	added ('OK')	image/jpeg	etag:%22659479fac5014cb34d96a354bd1d3500-ssl%22	https://bnker.netlify.app/ltr/images/blog/blog7.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/blog7.jpg	(from https://bnker.netlify.app/ltr/blog-grid.html)
22:14:58	231730/231730	---M--	200	added ('OK')	image/jpeg	etag:%2277968249e32c5ef650cf75d988088f15-ssl%22	https://bnker.netlify.app/ltr/images/blog/blog8.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/blog8.jpg	(from https://bnker.netlify.app/ltr/blog-grid.html)
22:14:58	224840/224840	---M--	200	added ('OK')	image/jpeg	etag:%226784a477f5f86159b99eaeaadf20785c-ssl%22	https://bnker.netlify.app/ltr/images/blog/blog9.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/blog9.jpg	(from https://bnker.netlify.app/ltr/blog-grid.html)
22:14:59	322524/322524	---M--	200	added ('OK')	image/jpeg	etag:%2264c5859ee52c21e09d0bbe83cc7d5dc8-ssl%22	https://bnker.netlify.app/ltr/images/blog/single.jpg	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/single.jpg	(from https://bnker.netlify.app/ltr/blog-single-sidebar.html)
22:15:00	3048/3048	---M-Z	404	error ('Not%20Found')	text/html	etag:1606651088-ssl-df	https://bnker.netlify.app/ltr/img/blog/details/author.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/img/blog/details/author.9c.delayed	(from https://bnker.netlify.app/ltr/blog-single-sidebar.html)
22:15:00	25242/25242	---M--	200	added ('OK')	image/png	etag:%22b905a2b7ea84a02879038195280ccc1a-ssl%22	https://bnker.netlify.app/ltr/images/blog/comments1.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/comments1.png	(from https://bnker.netlify.app/ltr/blog-single-sidebar.html)
22:15:01	26546/26546	---M--	200	added ('OK')	image/png	etag:%223d3f1b222c26d69338f71df9e7c83026-ssl%22	https://bnker.netlify.app/ltr/images/blog/comments2.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/comments2.png	(from https://bnker.netlify.app/ltr/blog-single-sidebar.html)
22:15:02	21682/21682	---M--	200	added ('OK')	image/png	etag:%220689e129498b59f9088cd3aca87cd0a1-ssl%22	https://bnker.netlify.app/ltr/images/blog/author.png	C:/Users/saita/Desktop/SBISUHC/SBISUHC/bnker.netlify.app/ltr/images/blog/author.png	(from https://bnker.netlify.app/ltr/blog-single-sidebar.html)
